rwa,education,childhood,gender,hand,family_size,age,test_time
4.7,Less than high school,"Urban (town, city)",Male,Both,2,14,124
3.15,University degree,"Urban (town, city)",Male,Right,5,63,254
5.75,High school,"Urban (town, city)",Female,Left,3,17,234
1.25,University degree,"Urban (town, city)",Female,Right,1,23,176
3.1,University degree,Suburban,Male,Right,3,30,210
1.2,High school,Rural (country side),Male,Right,3,14,235
1,Less than high school,Suburban,Male,Left,2,16,301
2.25,University degree,"Urban (town, city)",Male,Right,2,43,487
1,University degree,Suburban,Female,Right,2,27,69
1.3,Graduate degree,Rural (country side),Female,Both,1,43,205
1.7,High school,Suburban,Female,Right,4,48,275
1,Graduate degree,Suburban,Female,Right,3,27,118
1.7,High school,Rural (country side),Female,Left,3,21,142
2,High school,Suburban,Male,Right,2,18,99
2.7,University degree,"Urban (town, city)",Male,Right,1,22,185
5.6,Less than high school,"Urban (town, city)",Male,Right,2,16,378
1.1,University degree,Rural (country side),Male,Right,3,25,319
5.7,High school,"Urban (town, city)",Male,Right,4,20,175
1.3,Less than high school,Suburban,Female,Right,2,15,258
1.3,University degree,Suburban,Male,Left,3,24,242
6.25,High school,Suburban,Female,Right,3,27,223
2.15,High school,"Urban (town, city)",Female,Right,2,16,141
2.05,High school,Suburban,Female,Right,1,70,170
1.6,University degree,Suburban,Male,Right,2,42,198
2.45,Graduate degree,Suburban,Male,Right,4,31,776
6.6,High school,Suburban,Male,Right,2,16,240
2.35,University degree,"Urban (town, city)",Female,Right,2,26,195
4.3,Graduate degree,"Urban (town, city)",Male,Right,2,32,113
1,Graduate degree,"Urban (town, city)",Female,Left,1,52,114
2.85,University degree,Suburban,Female,Right,2,40,173
3.75,University degree,Suburban,Male,Right,2,21,128
3.15,University degree,Rural (country side),Male,Right,2,25,272
2.3,High school,Suburban,Male,Left,3,21,238
1.5,High school,Suburban,Male,Right,3,19,468
1.95,Graduate degree,Rural (country side),Male,Right,2,42,6737
1.95,High school,Suburban,Male,Left,2,18,158
2,Graduate degree,Rural (country side),Male,Right,3,34,548
2.75,Less than high school,Rural (country side),Female,Right,2,16,399
3.4,High school,"Urban (town, city)",Male,Right,2,44,211
2.45,High school,Suburban,Female,Right,7,59,216
4.4,Graduate degree,Suburban,Female,Right,1,48,182
1.2,University degree,"Urban (town, city)",Female,Right,3,59,231
2.15,Graduate degree,"Urban (town, city)",Female,Right,3,54,167
3.65,Less than high school,"Urban (town, city)",Male,Right,2,17,248
1.95,High school,Suburban,Female,Right,1,18,207
1.2,High school,"Urban (town, city)",Female,Right,5,29,1225
3.75,High school,Suburban,Female,Right,3,52,325
2.15,Less than high school,Suburban,Female,Right,2,14,141
5.2,High school,"Urban (town, city)",Male,Right,8,18,237
2.55,High school,"Urban (town, city)",Female,Left,2,22,270
8.1,University degree,"Urban (town, city)",Female,Right,0,27,229
6.65,Graduate degree,Suburban,Male,Right,2,51,186
1.7,High school,Suburban,Female,Right,2,17,134
5.85,University degree,Suburban,Female,Right,2,33,310
1.25,High school,"Urban (town, city)",Female,Both,2,19,178
4.8,High school,"Urban (town, city)",Male,Right,3,16,556
2.8,High school,Suburban,Female,Right,3,17,629
1.95,University degree,Suburban,Male,Right,3,26,198
2.85,University degree,Suburban,Male,Right,2,44,150
1.85,Graduate degree,Suburban,Male,Left,3,32,189
3,Less than high school,"Urban (town, city)",Female,Right,2,18,298
2.6,Less than high school,Suburban,Female,Right,1,16,255
6.05,High school,"Urban (town, city)",Male,Right,3,15,253
4.25,High school,"Urban (town, city)",Male,Both,0,22,209
1.7,University degree,"Urban (town, city)",Male,Right,4,22,399
1.05,High school,"Urban (town, city)",Male,Right,2,43,130
4.1,High school,Suburban,Female,Right,3,17,242
2.55,University degree,"Urban (town, city)",Other,Right,5,19,372
2.45,High school,Suburban,Female,Both,2,33,218
4.65,High school,"Urban (town, city)",Male,Left,2,16,223
4.65,Graduate degree,Suburban,Male,Left,2,49,221
1.6,University degree,"Urban (town, city)",Male,Right,1,40,232
2.8,High school,"Urban (town, city)",Male,Left,2,18,288
4.65,High school,Suburban,Male,Right,1,19,239
8.05,High school,"Urban (town, city)",Male,Right,2,35,226
1.6,Less than high school,Suburban,Male,Right,2,42,154
1.1,High school,Rural (country side),Female,Right,2,38,138
1.35,Less than high school,Suburban,Female,Right,2,14,375
4.35,University degree,"Urban (town, city)",Female,Right,3,47,288
7.35,University degree,Rural (country side),Male,Right,4,27,232
1.7,Less than high school,Suburban,Female,Right,2,17,246
2.65,High school,"Urban (town, city)",Female,Right,0,18,236
1.7,Graduate degree,Rural (country side),Male,Right,1,27,122
2,High school,"Urban (town, city)",Male,Right,2,16,149
5.75,High school,Suburban,Male,Right,3,18,184
2.9,High school,Suburban,Female,Right,1,16,130
3.45,Less than high school,"Urban (town, city)",Female,Left,3,14,169
1.4,Graduate degree,"Urban (town, city)",Male,Right,2,66,410
2.2,Less than high school,Suburban,Female,Right,2,15,321
8.4,Graduate degree,"Urban (town, city)",Male,Right,2,33,280
3.6,University degree,Suburban,Male,Right,2,39,247
2.15,Graduate degree,Rural (country side),Female,Right,3,34,235
3.1,Graduate degree,"Urban (town, city)",Male,Left,2,19,428
4.7,Less than high school,"Urban (town, city)",Female,Right,2,16,142
5.7,High school,"Urban (town, city)",Female,Right,3,18,137
2.3,University degree,Suburban,Male,Right,2,26,152
2.2,High school,Rural (country side),Male,Right,0,18,213
2.55,High school,Suburban,Male,Right,5,23,344
1.3,Graduate degree,"Urban (town, city)",Male,Right,9,46,224
1.9,High school,"Urban (town, city)",Male,Right,1,18,446
6.15,University degree,Suburban,Male,Right,1,19,140
4.75,High school,"Urban (town, city)",Male,Right,2,18,279
1.35,University degree,Rural (country side),Female,Right,4,39,238
6.05,Less than high school,Suburban,Male,Right,4,18,774
4.05,Less than high school,"Urban (town, city)",Female,Right,5,15,149
1.3,High school,Rural (country side),Male,Left,4,23,165
2.9,High school,Suburban,Male,Right,3,18,226
1.65,High school,Suburban,Male,Right,3,58,214
2.8,Graduate degree,Rural (country side),Male,Right,5,39,252
2.1,High school,Suburban,Male,Right,1,20,143
1.55,Graduate degree,Suburban,Male,Right,3,32,126
5.6,University degree,Suburban,Male,Right,2,53,429
2.75,High school,Suburban,Female,Right,1,25,766
1.75,High school,Rural (country side),Male,Right,2,44,231
7.25,High school,"Urban (town, city)",Male,Right,1,26,131
1.9,High school,"Urban (town, city)",Male,Right,1,21,109
4.85,High school,"Urban (town, city)",Female,Right,3,18,248
1,High school,"Urban (town, city)",Female,Right,2,25,160
1.15,University degree,Rural (country side),Female,Both,0,23,209
1.1,Graduate degree,"Urban (town, city)",Female,Right,0,20,335
4.3,High school,"Urban (town, city)",Male,Right,2,20,313
1.45,High school,Suburban,Male,Right,2,18,165
1.1,University degree,Suburban,Male,Right,2,24,190
1.8,High school,Suburban,Female,Right,2,16,197
5.2,High school,Rural (country side),Male,Right,2,18,1095
1,High school,"Urban (town, city)",Female,Left,1,17,672
1.4,University degree,Suburban,Female,Right,2,28,169
3.9,Graduate degree,Rural (country side),Female,Right,7,59,326
4.45,High school,Rural (country side),Male,Right,3,51,441
3.9,Less than high school,Suburban,Male,Right,2,15,348
5.5,Less than high school,Suburban,Male,Right,2,16,242
1.35,High school,"Urban (town, city)",Female,Right,3,17,274
1.1,University degree,"Urban (town, city)",Male,Right,2,19,243
4.05,University degree,Suburban,Male,Left,2,23,197
4.7,Less than high school,Suburban,Female,Right,3,16,202
4.95,University degree,"Urban (town, city)",Male,Right,1,18,2277
1.2,University degree,"Urban (town, city)",Female,Right,4,68,166
4.65,High school,Suburban,Male,Right,2,30,1637
4.7,University degree,Suburban,Male,Right,2,25,165
3.55,Graduate degree,"Urban (town, city)",Male,Right,7,73,834
2.8,Less than high school,"Urban (town, city)",Female,Right,2,14,224
1.8,High school,Suburban,Female,Right,3,18,128
2.5,Graduate degree,"Urban (town, city)",Female,Both,2,25,221
1.45,Less than high school,Rural (country side),Male,Right,2,15,209
1.2,Less than high school,"Urban (town, city)",Male,Right,2,15,165
2.05,University degree,"Urban (town, city)",Female,Left,1,23,286
6.5,High school,Suburban,Male,Left,1,21,210
3.9,High school,"Urban (town, city)",Female,Right,4,39,293
1.1,Graduate degree,Rural (country side),Female,Right,4,41,129
3.9,University degree,Rural (country side),Male,Right,2,25,161
1.2,University degree,Suburban,Male,Right,1,26,133
1.4,High school,Rural (country side),Male,Right,3,34,381
4.15,University degree,Rural (country side),Male,Right,3,29,205
3.75,High school,"Urban (town, city)",Female,Right,2,17,441
3.45,Graduate degree,Suburban,Male,Right,3,34,498
2.7,Graduate degree,Rural (country side),Male,Right,7,26,234
3.85,University degree,"Urban (town, city)",Female,Right,2,27,423
2.25,High school,Rural (country side),Male,Right,1,31,218
2.4,University degree,Suburban,Female,Right,2,32,244
1.85,Graduate degree,Rural (country side),Male,Right,1,45,201
4.55,High school,Suburban,Female,Right,4,20,194
1.45,Graduate degree,"Urban (town, city)",Male,Right,5,55,236
4.95,High school,Suburban,Male,Right,3,21,206
1,University degree,"Urban (town, city)",Female,Right,6,23,120
2.8,Less than high school,"Urban (town, city)",Female,Right,2,15,308
1.65,University degree,"Urban (town, city)",Female,Right,2,18,157
5,University degree,Suburban,Male,Right,3,20,253
1.5,Graduate degree,Suburban,Female,Right,3,53,526
6.55,Less than high school,Suburban,Male,Right,2,16,187
5.7,High school,"Urban (town, city)",Male,Right,0,58,382
2.05,Graduate degree,Rural (country side),Male,Right,3,58,387
2.95,University degree,"Urban (town, city)",Female,Right,3,33,383
1.9,Less than high school,Rural (country side),Female,Right,3,16,233
7.3,Less than high school,Suburban,Male,Right,1,16,428
2.8,Graduate degree,Suburban,Male,Right,2,44,163
2.6,University degree,Rural (country side),Male,Left,3,56,282
1.9,Less than high school,Suburban,Male,Right,1,17,293
1,University degree,Suburban,Male,Both,4,53,966
1.2,High school,Suburban,Male,Right,3,18,124
6.8,High school,"Urban (town, city)",Male,Left,7,28,118
2.9,University degree,"Urban (town, city)",Female,Left,2,41,539
2.9,High school,Suburban,Female,Right,2,20,182
1.4,Graduate degree,Suburban,Male,Right,4,46,1268
1.3,High school,Suburban,Male,Right,2,18,155
2,University degree,"Urban (town, city)",Male,Right,3,22,184
5.3,University degree,Suburban,Male,Right,1,26,198
1,University degree,"Urban (town, city)",Male,Right,4,35,678
1.65,High school,"Urban (town, city)",Male,Right,3,50,2590
1.1,High school,"Urban (town, city)",Female,Left,2,17,142
3.5,High school,Suburban,Male,Right,3,18,902
1.75,High school,Rural (country side),Male,Both,1,63,148
1.45,Graduate degree,Suburban,Female,Right,3,28,178
5.65,High school,Rural (country side),Male,Right,3,50,220
1.5,High school,"Urban (town, city)",Male,Left,4,61,155
1.65,University degree,Suburban,Male,Right,2,37,464
1.65,High school,Suburban,Male,Left,2,15,216
2.95,High school,Suburban,Male,Left,4,38,1239
3.1,University degree,Suburban,Female,Right,1,40,274
4.2,University degree,Suburban,Male,Right,1,32,315
1.35,High school,"Urban (town, city)",Female,Right,3,18,133
3.05,High school,Suburban,Male,Right,1,28,326
1.2,University degree,Rural (country side),Male,Right,2,31,226
2.95,University degree,Suburban,Male,Left,0,30,184
1.2,Graduate degree,Rural (country side),Female,Right,2,25,189
3.4,Less than high school,Suburban,Male,Right,2,17,220
3.5,University degree,"Urban (town, city)",Male,Right,2,21,3268
2.65,High school,Rural (country side),Female,Right,2,19,384
3.8,High school,Rural (country side),Male,Right,2,23,171
6,University degree,Rural (country side),Female,Left,3,29,185
1.6,Less than high school,Rural (country side),Male,Right,1,17,176
2.75,High school,"Urban (town, city)",Female,Right,3,19,134
2.5,Less than high school,"Urban (town, city)",Male,Right,1,15,108
2.65,Less than high school,Suburban,Female,Right,4,15,345
1.6,Less than high school,"Urban (town, city)",Male,Right,1,17,416
6.3,High school,Suburban,Male,Right,4,18,169
6.95,University degree,Suburban,Male,Right,2,25,243
1.75,High school,Rural (country side),Female,Right,2,19,128
7.75,High school,Rural (country side),Female,Right,6,16,205
4.55,Graduate degree,Rural (country side),Male,Right,2,37,558
1.9,Graduate degree,Suburban,Male,Right,5,45,261
1,University degree,Suburban,Male,Left,3,21,126
5.1,University degree,Suburban,Female,Right,1,37,124
2.8,High school,Rural (country side),Female,Right,4,46,274
2.35,University degree,Rural (country side),Female,Right,4,34,261
1.9,High school,Suburban,Other,Right,5,18,186
7.05,High school,Rural (country side),Male,Right,2,18,159
3.25,Less than high school,Rural (country side),Male,Both,2,13,199
3.85,High school,"Urban (town, city)",Male,Right,1,22,167
1.05,University degree,Suburban,Male,Right,0,52,109
4.05,High school,Suburban,Male,Left,3,18,227
3.45,University degree,Rural (country side),Male,Both,3,40,406
1.4,High school,Suburban,Female,Right,2,15,101
3.4,Less than high school,Rural (country side),Male,Right,1,17,171
7.65,High school,"Urban (town, city)",Male,Right,3,22,205
2.8,High school,"Urban (town, city)",Male,Right,1,17,253
2.7,Graduate degree,"Urban (town, city)",Male,Right,1,25,311
2.15,Graduate degree,Suburban,Male,Right,2,27,265
5.05,University degree,Suburban,Male,Right,3,20,95
2,University degree,"Urban (town, city)",Male,Right,1,25,142
2.95,High school,"Urban (town, city)",Male,Right,3,16,5313
4.6,University degree,Rural (country side),Male,Right,2,31,173
6.75,High school,"Urban (town, city)",Male,Both,3,21,219
7.35,University degree,"Urban (town, city)",Male,Right,2,48,852
1.85,High school,Suburban,Female,Right,2,17,117
1.2,University degree,"Urban (town, city)",Female,Left,1,35,223
1,University degree,Suburban,Male,Left,3,18,92
1,University degree,Suburban,Female,Right,3,22,333
3.8,University degree,Suburban,Male,Right,2,24,205
7.2,High school,Suburban,Male,Right,3,22,153
3.1,High school,Suburban,Female,Right,6,18,196
1.8,University degree,Rural (country side),Female,Both,2,19,224
1.9,High school,"Urban (town, city)",Male,Right,3,17,180
6.7,High school,Suburban,Female,Both,3,49,217
2,Less than high school,Suburban,Male,Right,3,16,207
1,High school,Suburban,Female,Right,2,21,258
2.7,University degree,"Urban (town, city)",Male,Right,2,26,129
7.15,High school,Suburban,Male,Right,2,18,548
3.65,Graduate degree,Suburban,Male,Right,2,39,139
1,University degree,Rural (country side),Female,Right,2,28,182
2.6,University degree,Suburban,Female,Right,4,52,364
2.3,High school,Suburban,Female,Left,1,17,272
5.2,University degree,Suburban,Male,Left,3,35,440
1.65,High school,Rural (country side),Male,Right,4,31,249
2.15,Graduate degree,Suburban,Female,Right,2,31,173
4.8,Less than high school,"Urban (town, city)",Female,Right,2,19,488
1.15,High school,Suburban,Male,Right,2,18,345
2.45,High school,"Urban (town, city)",Female,Right,2,18,269
2.1,Less than high school,Suburban,Male,Right,2,13,215
3.7,Graduate degree,Suburban,Male,Right,2,48,133
3.4,Less than high school,"Urban (town, city)",Male,Right,2,16,377
2,High school,Suburban,Male,Right,2,18,175
1.75,University degree,Suburban,Female,Right,2,20,133
2.2,Less than high school,"Urban (town, city)",Male,Left,2,16,263
1.65,University degree,Suburban,Male,Right,1,38,408
1.45,University degree,"Urban (town, city)",Male,Right,2,50,188
2.25,University degree,Rural (country side),Female,Right,9,25,205
2.4,Less than high school,"Urban (town, city)",Male,Right,3,17,220
2,University degree,Suburban,Male,Right,4,70,403
5.85,Less than high school,Suburban,Male,Right,2,15,458
2.3,High school,Rural (country side),Male,Right,2,19,191
4.6,University degree,Rural (country side),Male,Right,2,23,205
3.6,High school,Suburban,Male,Right,3,59,191
1.65,University degree,Suburban,Female,Right,2,34,1796
1.15,University degree,"Urban (town, city)",Female,Right,2,25,216
2.45,High school,Suburban,Female,Right,5,19,467
1.1,University degree,"Urban (town, city)",Female,Right,2,24,363
1.25,University degree,"Urban (town, city)",Female,Right,1,21,232
1.85,High school,"Urban (town, city)",Female,Right,2,18,388
